driverId,week,hours-logged,miles-logged
11,42,58,3600
42,12,79,1600
53,23,51,2500
85,7,75,3800
21,28,65,3300
42,8,53,3200
34,35,56,2700
93,45,54,2800
17,8,57,1400
108,42,68,500
66,24,54,1400
19,4,69,500
41,37,64,2200
24,3,72,2800
99,9,54,3700
107,29,71,1400
81,46,78,1400
33,19,80,1300
93,21,67,0
25,7,71,3200
14,29,50,1600
32,4,51,1000
53,46,74,1500
34,22,53,2000
38,32,51,500
91,42,51,900
54,16,70,900
39,16,67,2800
46,33,73,2700
85,16,76,3800
41,24,66,900
18,38,60,2900
75,24,61,1300
60,13,74,2200
105,12,72,2100
91,17,70,900
39,2,77,2400
68,28,61,1600
45,28,57,3100
56,46,76,2700
85,9,70,3200
29,45,55,2600
106,31,62,900
44,22,63,0
43,28,73,300
35,23,58,3900
84,9,54,800
68,45,68,2500
63,17,72,1000
85,13,53,1900
32,29,59,500
35,35,54,4000
20,43,63,600
35,31,50,3200
86,7,70,2800
94,25,70,900
94,16,80,2600
78,45,63,2100
50,45,57,3600
16,15,71,200
51,28,73,400
93,3,54,3800
13,52,74,200
25,11,55,2500
83,25,53,3200
44,4,75,2700
15,34,61,2000
93,50,77,1000
11,24,51,1600
108,18,56,2400
62,4,61,3800
77,48,66,200
104,31,52,0
24,22,72,3000
41,52,53,3800
22,22,78,300
65,48,68,200
40,28,78,1200
103,47,67,900
72,28,53,500
98,20,54,2900
60,50,79,1300
75,2,72,0
65,44,66,3100
60,5,52,500
42,26,51,3800
104,15,61,3000
46,33,78,300
93,34,73,200
41,25,77,300
70,33,57,2000
29,36,78,2700
17,47,80,3800
65,34,55,200
67,19,66,2500
98,46,69,100
15,36,61,1000
35,41,67,3700
10,38,73,3800
101,10,58,700
22,26,57,1200
48,49,75,3800
52,41,68,1600
15,18,58,3300
60,38,72,1200
19,13,74,900
60,15,76,1000
16,42,53,1000
43,29,76,2200
25,38,58,2100
46,17,68,3900
28,39,74,3500
101,24,61,200
96,37,62,100
88,29,50,0
88,17,75,1500
82,4,52,1100
11,38,62,3400
68,32,61,3600
104,3,76,1300
15,47,77,300
70,49,52,1700
20,9,79,1300
83,35,75,3300
30,16,59,3600
105,49,51,2400
108,38,68,3200
100,1,70,1900
95,31,53,2600
38,30,61,2000
43,28,73,700
12,47,67,3000
50,43,66,0
73,34,54,2000
47,24,54,3800
21,42,56,2300
89,41,70,1500
68,26,51,3300
55,5,70,3600
49,40,73,1500
61,7,56,1400
11,11,53,1500
77,44,73,3400
33,8,66,1600
64,7,75,1100
60,19,60,1000
107,5,78,300
28,49,60,2500
107,11,59,3900
37,50,78,1100
21,36,60,100
77,34,54,3400
81,8,73,2300
57,44,79,400
80,43,59,3400
35,41,64,3500
66,17,62,900
35,13,63,1400
63,20,68,2100
19,41,50,1000
78,43,63,400
98,51,77,1300
15,52,55,900
39,52,50,4000
44,45,77,3800
55,5,59,1500
100,5,52,600
68,41,65,3000
73,45,52,2800
54,2,56,600
29,38,57,3000
105,3,55,3300
49,28,79,3200
105,9,72,500
38,17,72,1900
80,5,57,3500
80,5,73,1800
76,39,68,3600
32,33,59,1500
94,36,52,100
80,4,61,3900
59,35,66,2100
13,22,56,600
72,7,55,1800
21,29,55,2500
17,8,53,1800
52,47,67,1200
85,44,64,3500
68,31,64,2000
75,46,63,2000
69,14,59,3600
75,44,65,800
46,10,63,1200
57,7,73,1000
92,28,64,200
99,46,69,1900
101,6,69,2300
84,26,64,1000
90,1,79,1900
52,25,65,1900
87,1,80,3800
91,32,52,3100
79,12,61,2900
17,37,51,1700
14,23,70,2800
86,44,50,3200
91,4,53,200
30,51,50,3000
104,6,57,3200
32,36,65,400
34,25,62,300
98,7,53,3200
36,39,71,500
94,21,77,2500
108,15,56,2300
28,50,68,200
94,19,57,700
105,44,57,2100
65,26,62,300
50,14,74,800
11,2,71,2700
105,41,69,800
28,20,59,3700
86,24,72,600
55,5,74,2700
29,22,71,3600
59,32,65,4000
105,25,53,1800
34,1,67,3900
72,21,54,2400
93,17,57,2600
81,30,74,3300
75,21,60,2500
70,32,54,200
39,20,78,400
35,29,64,0
84,46,59,700
102,25,54,3900
56,11,59,2400
52,4,57,2100
55,50,76,1500
109,5,62,2700
44,7,77,1700
52,23,69,3400
33,33,53,1100
46,21,58,2300
49,35,65,2200
59,46,53,1500
65,7,62,800
90,6,71,3500
58,52,56,2100
41,28,63,3800
83,6,53,3800
75,17,50,2300
29,49,59,2800
65,39,59,3200
10,46,62,1000
18,14,63,400
36,32,65,1900
58,37,72,3100
64,7,64,2600
68,42,80,3000
33,27,70,500
54,20,65,500
43,49,77,1400
31,30,55,1700
83,40,54,300
67,14,78,3000
71,19,61,3800
37,21,67,1400
58,44,57,2300
85,45,53,500
65,26,66,1200
24,16,74,900
11,17,59,800
59,31,68,2200
14,5,75,1900
80,38,59,1200
108,37,55,700
35,21,71,3000
76,46,75,3200
54,14,68,2100
46,38,64,3400
55,21,79,3400
92,2,51,3400
59,17,53,300
46,11,77,700
54,5,51,1500
94,37,63,3900
57,49,56,600
29,35,80,400
81,29,59,2100
70,24,62,900
55,12,57,1700
47,35,51,1500
16,31,61,1800
84,33,60,400
49,8,74,3100
84,25,74,4000
101,5,69,1700
103,14,57,1200
100,29,65,3300
20,22,55,1100
56,23,58,3500
41,51,62,1100
20,37,76,2900
44,19,59,500
104,33,75,3500
92,33,79,900
54,25,58,400
36,32,61,1000
19,30,58,1600
103,5,68,3900
38,3,79,3300
68,49,78,1700
104,19,63,1000
97,22,68,1800
12,5,80,1000
32,4,51,0
107,40,55,3300
97,10,60,1200
79,27,51,500
53,11,76,4000
14,20,50,2200
31,29,57,1700
35,28,67,2200
55,33,70,3000
61,18,54,1700
92,37,53,200
26,13,75,3400
81,48,73,2800
84,42,79,700
19,6,66,100
59,35,67,300
42,27,68,1100
25,17,69,600
63,48,63,1300
25,10,77,2600
103,12,74,3100
96,32,51,200
23,24,50,2800
42,47,58,1800
107,26,71,1500
96,6,60,3600
98,42,78,3000
12,14,56,500
96,2,60,2100
80,1,52,3300
92,15,68,200
35,29,77,2700
59,2,72,300
45,42,66,3800
22,41,75,2000
103,43,75,3000
69,41,53,1900
73,29,78,4000
83,25,54,2200
33,14,60,200
64,9,72,1100
44,3,64,1300
102,6,57,3900
48,35,62,1000
41,52,54,1100
78,37,64,1300
27,39,51,1900
57,18,71,2000
73,39,53,3200
78,38,79,1700
102,1,53,1600
100,33,51,800
22,39,50,1000
108,50,56,4000
68,25,79,1700
79,28,53,1700
89,2,60,2200
22,11,53,3200
73,9,73,2400
105,14,68,4000
25,44,66,2800
74,30,50,4000
39,14,66,2200
89,46,76,100
100,27,57,1800
105,42,59,2700
31,7,80,2900
25,5,57,300
74,37,77,2800
76,6,57,2800
54,7,66,2200
28,32,69,3300
21,4,62,100
35,12,70,1300
75,6,64,3300
67,51,78,500
51,41,53,600
13,19,52,4000
107,1,53,2600
56,7,64,3500
17,52,77,3900
75,8,68,0
46,34,72,300
94,34,55,2500
86,51,71,500
48,8,54,1900
69,36,74,2200
94,19,73,1700
72,44,60,2800
63,32,70,1800
10,42,57,3400
104,1,70,3800
67,13,55,1300
78,29,59,2600
27,39,69,500
104,27,76,2800
54,1,50,100
60,38,55,1200
63,26,56,2900
65,37,73,3800
49,18,63,1800
12,1,79,3700
51,41,65,2700
95,20,68,3300
76,36,78,100
37,13,76,1700
93,43,54,3200
65,11,52,2400
44,16,60,1300
79,25,68,2700
29,16,59,2600
83,22,80,3700
71,28,50,0
98,5,51,3800
80,42,56,1000
14,15,61,2300
22,52,59,3200
26,51,74,1000
40,42,60,2800
19,2,75,2900
17,9,70,3400
97,47,68,2900
76,42,76,3000
54,44,50,3000
44,48,52,200
64,6,70,3800
97,4,80,3800
53,40,51,3800
69,29,56,2200
20,12,58,1800
33,21,63,2900
91,24,52,1000
51,22,76,2900
86,16,72,2200
109,14,56,2600
25,24,73,1200
53,23,52,100
109,23,63,800
85,17,76,1200
19,43,53,1400
47,34,57,3500
33,50,80,2000
93,51,61,3000
34,13,62,1000
27,32,56,500
53,47,78,800
65,35,71,900
35,32,70,100
14,33,52,3500
96,3,70,3400
44,47,61,3900
13,36,61,2200
11,23,63,1600
27,27,77,3500
10,23,71,2500
49,18,55,1900
24,31,55,800
39,8,73,3400
79,19,51,2600
98,44,77,400
27,31,67,600
58,52,68,100
36,13,70,2400
54,21,79,2700
47,28,61,3100
72,2,54,1000
107,23,51,3700
65,12,53,3800
60,26,55,500
55,44,76,600
28,37,69,2000
23,39,55,2200
14,27,60,1100
108,22,52,3400
25,50,80,2500
74,10,53,1700
26,25,63,2900
107,20,77,600
44,9,75,1400
13,24,54,2400
81,16,63,2100
41,19,57,1300
102,21,68,2600
78,13,68,300
89,14,56,3800
58,41,58,2400
96,21,77,2800
26,43,66,3800
25,16,61,1000
24,26,60,0
29,11,50,2000
82,25,61,400
76,30,70,0
89,34,65,2900
101,18,50,2100
22,12,80,1800
78,24,52,3800
93,41,62,2800
26,48,70,400
18,15,69,1200
33,44,71,2500
65,30,62,800
91,41,76,1400
63,36,59,3500
107,46,78,3100
99,1,61,1000
79,37,55,3700
99,12,64,2900
80,40,71,3100
34,30,75,2400
50,46,78,2100
54,16,66,1400
42,8,64,0
79,5,51,2100
65,13,61,2600
56,10,65,3800
15,22,52,800
96,29,77,2300
49,30,63,0
14,2,73,3800
64,31,68,2100
58,42,66,2700
12,28,56,2200
95,33,72,2200
44,18,73,3600
108,7,71,200
43,45,64,100
32,41,55,3400
98,49,66,300
32,38,57,2400
74,24,72,1500
82,33,52,1400
90,44,66,3700
65,24,75,600
52,30,76,200
12,30,50,200
41,9,72,3900
33,32,58,3800
21,3,67,1500
31,12,66,800
63,31,65,2500
48,45,78,2800
81,31,78,100
31,31,55,0
105,29,61,1700
81,24,70,3300
49,19,50,2900
27,2,54,1200
103,28,72,2700
99,13,57,100
100,27,69,3800
84,14,55,1200
90,11,65,3400
51,50,53,3200
72,48,63,2100
47,26,64,2600
96,10,67,2600
62,9,52,2900
52,43,80,4000
72,43,69,1800
75,27,51,3700
25,47,64,2600
18,12,73,1500
39,46,69,3400
13,43,51,700
97,10,54,1400
57,51,58,1700
88,9,64,1500
19,37,80,300
10,41,61,3200
16,42,53,3400
18,18,68,3900
43,32,63,800
11,26,69,2700
90,50,75,3500
73,19,55,3000
62,44,63,2300
56,39,54,2600
62,41,55,0
53,39,68,2800
93,15,51,2400
72,14,59,3500
65,49,60,1100
55,10,73,1600
106,24,68,1200
63,51,61,1600
17,51,50,3700
80,7,73,600
25,46,79,2300
47,51,78,1600
90,23,76,1500
105,9,78,2400
23,4,60,0
103,24,73,500
91,7,62,2200
66,8,69,100
17,34,74,3300
68,52,76,400
74,32,80,3100
86,46,51,600
61,44,66,700
76,4,58,900
63,23,78,3500
21,28,79,800
28,31,70,2100
86,39,71,100
44,47,76,3300
85,12,80,1000
68,52,70,2600
107,5,70,3200
17,25,73,800
95,20,65,3100
103,44,68,2000
23,52,60,1600
44,35,76,500
31,19,70,500
43,39,75,1700
34,41,61,3800
25,6,64,1400
57,8,80,3900
50,5,62,3300
24,32,68,500
83,40,76,600
78,35,63,900
70,26,59,1500
41,25,55,1300
106,2,66,300
31,14,58,3800
84,36,72,600
57,46,58,2400
73,21,70,500
43,37,71,2800
108,51,57,1200
42,24,59,3200
107,34,69,1600
35,47,63,3700
72,14,67,3400
11,27,57,3600
53,31,72,1100
65,50,73,3500
68,3,66,1800
73,40,60,2700
74,10,51,2100
77,42,67,1000
78,10,76,1500
58,31,62,2400
93,4,53,2900
20,46,53,2600
12,7,61,2200
85,16,54,1400
77,29,62,900
29,38,55,1600
65,10,72,3200
67,30,73,2700
68,19,58,1900
78,43,79,3000
71,19,63,100
101,18,68,3300
45,39,78,3100
22,30,72,2100
51,14,51,1100
11,21,76,3000
25,29,69,1900
66,32,75,2500
22,8,69,3500
45,25,53,1600
46,52,77,2500
44,33,50,2700
89,24,54,1000
14,34,51,700
60,38,69,3800
101,40,63,2800
64,27,69,3100
17,14,53,2700
84,22,70,3200
53,17,75,2400
51,4,77,900
23,28,64,1900
52,44,77,1700
100,19,55,2200
67,13,60,1600
96,5,78,1000
12,46,76,2800
59,43,78,2900
98,18,68,3200
20,8,64,800
30,48,70,2100
41,9,67,200
66,20,67,3100
100,31,71,1500
34,1,60,1400
81,40,64,2600
85,18,59,3900
59,43,66,3500
69,34,57,400
64,27,73,200
16,15,51,2400
11,4,58,3500
80,34,64,2700
95,51,64,2000
51,13,57,3700
20,17,78,3400
63,46,62,2600
49,30,72,1800
109,40,66,2800
17,39,65,1100
63,14,70,700
52,42,73,1900
58,19,57,3500
83,48,62,3600
70,27,60,1100
14,23,68,3300
62,26,52,2800
90,30,55,2300
85,12,72,300
89,35,79,2600
100,38,61,600
25,41,67,3400
105,18,66,2400
21,2,73,0
73,20,76,2600
49,20,59,200
82,7,52,3700
91,22,67,1300
31,10,78,1400
17,27,79,2300
23,49,76,3700
70,32,72,1000
67,43,51,2200
25,49,51,3300
67,38,79,2500
50,47,61,0
62,23,64,2100
63,36,54,3100
97,32,65,100
41,28,76,3900
23,46,58,2600
71,5,75,2800
48,20,54,400
14,20,78,3800
21,24,71,0
90,38,66,2000
16,15,74,1100
37,16,77,900
95,18,50,2100
63,23,72,1600
20,27,69,700
80,46,68,900
15,22,56,3200
45,47,56,1000
78,4,69,3000
19,6,60,2600
38,7,76,1500
33,33,58,1700
28,28,53,300
18,52,60,700
65,29,79,2400
105,11,51,2100
74,45,60,300
17,48,69,2500
88,38,50,1400
26,6,75,3300
39,39,74,1700
25,33,62,2700
41,42,66,2300
74,22,59,400
86,20,60,1200
96,9,79,300
32,39,62,2400
55,36,73,2300
30,1,57,3200
31,16,64,300
45,6,59,3600
82,49,74,1100
76,27,57,3300
10,9,80,1700
44,39,74,3800
76,19,74,300
36,6,75,100
56,24,79,800
45,2,68,1900
102,9,71,2800
34,43,55,300
21,46,70,1000
57,45,68,800
66,24,51,2200
37,23,56,3700
100,28,71,500
47,36,61,600
88,16,69,2700
84,24,69,3300
23,45,50,3900
80,16,75,2800
42,29,59,200
106,49,58,3000
23,51,74,2400
35,20,77,3100
53,45,74,1400
103,46,52,2900
93,3,66,3800
29,15,70,2800
32,44,57,2200
23,51,65,2900
48,4,69,3600
96,2,69,3300
78,11,65,1600
13,50,59,2200
56,22,52,0
62,48,63,200
27,5,60,500
53,12,51,3200
20,11,70,3800
103,29,68,2600
32,40,65,1000
96,13,59,2600
67,41,50,700
59,15,61,700
79,30,66,2600
42,39,71,1700
93,36,74,1100
12,2,62,2100
78,35,78,3000
42,36,67,2700
51,36,58,3300
76,43,58,400
51,22,52,3200
40,39,53,2400
83,17,61,1400
23,45,53,1500
47,39,74,800
107,43,76,400
86,1,63,3200
30,29,58,700
75,52,55,800
57,38,75,3000
104,26,65,4000
65,20,63,3200
70,48,53,1800
98,37,65,2800
91,50,69,400
106,30,54,1300
74,52,69,1200
77,20,75,2100
35,37,75,500
49,11,62,200
37,3,67,600
64,38,60,0
